辞書,文境界,書字形（＝表層形）,語彙素,語種,書字形(基本形),語形(基本形),語彙素ID
,I,3,三,漢,3,サン,14499
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,1,一,漢,1,イチ,2050
,I,4,四,和,4,ヨン,39551
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,対外,対外,漢,対外,タイガイ,21700
,I,政策,政策,漢,政策,セイサク,19796
,I,で,で,和,で,デ,25518
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,環,環,漢,環,カン,7464
,I,太平,タイヘイ-外国,固,太平,タイヘイ,21909
,I,洋,洋,漢,洋,ヨウ,39004
,I,パートナーシップ,パートナーシップ-partnership,外,パートナーシップ,パートナーシップ,31084
,I,協定,協定,漢,協定,キョウテイ,9291
,I,（,（,記号,（,,46
,I,TPP,,,,,　
,I,）,）,記号,）,,49
,I,貿易,貿易,漢,貿易,ボウエキ,35037
,I,交渉,交渉,漢,交渉,コウショウ,12097
,I,、,、,記号,、,,24
,I,気候,気候,漢,気候,キコウ,8437
,I,変動,変動,漢,変動,ヘンドウ,34076
,I,に,に,和,に,ニ,28178
,I,関する,関する,混,関する,カンスル,7663
,I,パリ,パリ-Paris,固,パリ,パリ,31022
,I,協定,協定,漢,協定,キョウテイ,9291
,I,、,、,記号,、,,24
,I,イラン,イラン-Iran,固,イラン,イラン,2551
,I,核,核,漢,核,カク,6125
,I,合意,合意,漢,合意,ゴウイ,13349
,I,、,、,記号,、,,24
,I,ロシア,ロシア-Rossiya,固,ロシア,ロシア,40961
,I,連邦,連邦,漢,連邦,レンポウ,40823
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,中,中,漢,中,チュウ,23743
,I,距離,距離,漢,距離,キョリ,9441
,I,核,核,漢,核,カク,6125
,I,戦力,戦力,漢,戦力,センリョク,20673
,I,全廃,全廃,漢,全廃,ゼンパイ,20877
,I,条約,条約,漢,条約,ジョウヤク,18639
,I,、,、,記号,、,,24
,I,国際,国際,漢,国際,コクサイ,12524
,I,連合,連合,漢,連合,レンゴウ,40768
,I,人権,人権,漢,人権,ジンケン,18779
,I,理事,理事,漢,理事,リジ,39971
,I,会,会,漢,会,カイ,5605
,I,、,、,記号,、,,24
,I,国際,国際,漢,国際,コクサイ,12524
,I,連合,連合,漢,連合,レンゴウ,40768
,I,教育,教育,漢,教育,キョウイク,9155
,I,科学,科学,漢,科学,カガク,6029
,I,文化,文化,漢,文化,ブンカ,33550
,I,機関,機関,漢,機関,キカン,8330
,I,（,（,記号,（,,46
,I,ユネスコ,ＵＮＥＳＣＯ,固,ユネスコ,ユネスコ,38880
,I,）,）,記号,）,,49
,I,、,、,記号,、,,24
,I,世界,世界,漢,世界,セカイ,20054
,I,保健,保健,漢,保健,ホケン,34643
,I,機関,機関,漢,機関,キカン,8330
,I,（,（,記号,（,,46
,I,WHO,,,,,　
,I,）,）,記号,）,,49
,I,から,から,和,から,カラ,7219
,I,アメリカ,アメリカ-America,固,アメリカ,アメリカ,1061
,I,を,を,和,を,ヲ,41407
,I,離脱,離脱,漢,離脱,リダツ,40001
,I,さ,為る,和,する,スル,19537
,I,せ,せる,和,せる,セル,20355
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,1,一,漢,1,イチ,2050
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,中華,中華,固,中華,チュウカ,23759
,I,人民,人民,漢,人民,ジンミン,18826
,I,共和,共和,漢,共和,キョウワ,9351
,I,国,国,漢,国,コク,12504
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,貿易,貿易,漢,貿易,ボウエキ,35037
,I,戦争,戦争,漢,戦争,センソウ,20543
,I,の,の,和,の,ノ,28989
,I,きっかけ,切っ掛け,和,きっかけ,キッカケ,8661
,I,と,と,和,と,ト,25826
,I,なる,成る,和,なる,ナル,28061
,I,輸入,輸入,漢,輸入,ユニュウ,38877
,I,関税,関税,漢,関税,カンゼイ,7682
,I,を,を,和,を,ヲ,41407
,I,日本,日本,固,日本,ニッポン,28455
,I,など,など,和,など,ナド,27905
,I,世界,世界,漢,世界,セカイ,20054
,I,各国,各国,漢,各国,カッコク,6739
,I,に,に,和,に,ニ,28178
,I,課し,課する,混,課する,カスル,6515
,I,[,［,記号,[,,58
,I,1,一,漢,1,イチ,2050
,I,6,六,漢,6,ロク,40932
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,1,一,漢,1,イチ,2050
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,、,、,記号,、,,24
,I,日本,日本,固,日本,ニッポン,28455
,I,や,や,和,や,ヤ,38083
,I,中華,中華,固,中華,チュウカ,23759
,I,人民,人民,漢,人民,ジンミン,18826
,I,共和,共和,漢,共和,キョウワ,9351
,I,国,国,漢,国,コク,12504
,I,など,など,和,など,ナド,27905
,I,と,と,和,と,ト,25826
,I,貿易,貿易,漢,貿易,ボウエキ,35037
,I,協定,協定,漢,協定,キョウテイ,9291
,I,を,を,和,を,ヲ,41407
,I,締結,締結,漢,締結,テイケツ,24964
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,B,中東,チュウトウ,固,中東,チュウトウ,23867
,I,に,に,和,に,ニ,28178
,I,つい,つく,和,つく,ツク,24536
,I,て,て,和,て,テ,24874
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,エルサレム,エルサレム-Jerusalem,固,エルサレム,エルサレム,4116
,I,を,を,和,を,ヲ,41407
,I,イスラエル,イスラエル-Israel,固,イスラエル,イスラエル,1918
,I,の,の,和,の,ノ,28989
,I,首都,首都,漢,首都,シュト,16417
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,承認,承認,漢,承認,ショウニン,16801
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,1,一,漢,1,イチ,2050
,I,8,八,漢,8,ハチ,29802
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,シリア,シリア-Syria,固,シリア,シリア,17139
,I,内戦,内戦,漢,内戦,ナイセン,27485
,I,に,に,和,に,ニ,28178
,I,も,も,和,も,モ,37562
,I,限定,限定,漢,限定,ゲンテイ,11731
,I,的,的,漢,的,テキ,25076
,I,に,だ,和,だ,ダ,22916
,I,介入,介入,漢,介入,カイニュウ,5869
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,7,七,和,7,ナナ,27908
,I,年,年,漢,年,ネン,28927
,I,4,四,和,4,ヨン,39551
,I,月,月,漢,月,ガツ,8121
,I,、,、,記号,、,,24
,I,シリア,シリア-Syria,固,シリア,シリア,17139
,I,空軍,空軍,漢,空軍,クウグン,10029
,I,の,の,和,の,ノ,28989
,I,シャイラト,,,,,　
,I,基地,基地,漢,基地,キチ,8646
,I,に,に,和,に,ニ,28178
,I,ミサイル,ミサイル-missile,外,ミサイル,ミサイル,36366
,I,攻撃,攻撃,漢,攻撃,コウゲキ,12009
,I,を,を,和,を,ヲ,41407
,I,実施,実施,漢,実施,ジッシ,17940
,I,[,［,記号,[,,58
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,シリア,シリア-Syria,固,シリア,シリア,17139
,I,政府,政府,漢,政府,セイフ,19974
,I,の,の,和,の,ノ,28989
,I,支配,支配,漢,支配,シハイ,15647
,I,から,から,和,から,カラ,7219
,I,離れ,離れる,和,離れる,ハナレル,30026
,I,た,た,和,た,タ,21642
,I,クルド,クルド-Kurd,固,クルド,クルド,10531
,I,人,人,漢,人,ジン,18765
,I,支配,支配,漢,支配,シハイ,15647
,I,地域,地域,漢,地域,チイキ,23397
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,米軍,米軍,漢,米軍,ベイグン,34110
,I,が,が,和,が,ガ,7889
,I,駐留,駐留,漢,駐留,チュウリュウ,23904
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,おり,居る,和,おる,オル,5360
,I,、,、,記号,、,,24
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,8,八,漢,8,ハチ,29802
,I,年,年,漢,年,ネン,28927
,I,1,一,漢,1,イチ,2050
,I,2,二,漢,2,ニ,28181
,I,月,月,漢,月,ガツ,8121
,I,に,に,和,に,ニ,28178
,I,撤退,撤退,漢,撤退,テッタイ,25176
,I,を,を,和,を,ヲ,41407
,I,表明,表明,漢,表明,ヒョウメイ,31779
,I,する,為る,和,する,スル,19537
,I,も,も,和,も,モ,37562
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,],］,記号,],,59
,I,、,、,記号,、,,24
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,年,年,漢,年,ネン,28927
,I,2,二,漢,2,ニ,28181
,I,月,月,漢,月,ガツ,8121
,I,に,に,和,に,ニ,28178
,I,撤回,撤回,漢,撤回,テッカイ,25157
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,同年,同年,漢,同年,ドウネン,27144
,I,1,一,漢,1,イチ,2050
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,月,月,漢,月,ガツ,8121
,I,に,に,和,に,ニ,28178
,I,油田,油田,漢,油田,ユデン,38859
,I,地帯,地帯,漢,地帯,チタイ,23548
,I,に,に,和,に,ニ,28178
,I,残留,残留,漢,残留,ザンリュウ,14918
,I,さ,為る,和,する,スル,19537
,I,せ,せる,和,せる,セル,20355
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,1,一,漢,1,イチ,2050
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,軍事,軍事,漢,軍事,グンジ,10839
,I,作戦,作戦,漢,作戦,サクセン,14019
,I,の,の,和,の,ノ,28989
,I,中,中,和,中,ナカ,27572
,I,で,で,和,で,デ,25518
,I,I,Ｉ,記号,I,アイ,81
,I,S,Ｓ,記号,S,エス,3819
,I,I,Ｉ,記号,I,アイ,81
,I,L,Ｌ,記号,L,エル,4109
,I,の,の,和,の,ノ,28989
,I,最高,最高,漢,最高,サイコウ,13703
,I,指導,指導,漢,指導,シドウ,15584
,I,者,者,漢,者,シャ,15852
,I,アブー,アルブ-Albu,固,アブー,アブー,169690
,I,・,・,記号,・,,44
,I,バクル,バクル,固,バクル,バクル,172193
,I,・,・,記号,・,,44
,I,アル,アル,固,アル,アル,72094
,I,＝,＝,記号,＝,,55
,I,バグダーディー,,,,,　
,I,、,、,記号,、,,24
,I,イラン,イラン-Iran,固,イラン,イラン,2551
,I,・,・,記号,・,,44
,I,イスラム,イスラム-Islam,外,イスラム,イスラム,1919
,I,共和,共和,漢,共和,キョウワ,9351
,I,国,国,漢,国,コク,12504
,I,の,の,和,の,ノ,28989
,I,イスラム,イスラム-Islam,外,イスラム,イスラム,1919
,I,革命,革命,漢,革命,カクメイ,6235
,I,防衛,防衛,漢,防衛,ボウエイ,35036
,I,隊,隊,漢,隊,タイ,21665
,I,司令,司令,漢,司令,シレイ,17177
,I,官,官,漢,官,カン,7457
,I,ガーセム,,,,,　
,I,・,・,記号,・,,44
,I,ソレイマーニー,,,,,　
,I,の,の,和,の,ノ,28989
,I,死,死,漢,死,シ,14943
,I,を,を,和,を,ヲ,41407
,I,もたらし,齎す,和,もたらす,モタラス,37734
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,2,二,漢,2,ニ,28181
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,3,三,漢,3,サン,14499
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,ソレイマーニー,,,,,　
,I,が,が,和,が,ガ,7889
,I,死亡,死亡,漢,死亡,シボウ,15716
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,軍事,軍事,漢,軍事,グンジ,10839
,I,作戦,作戦,漢,作戦,サクセン,14019
,I,に,に,和,に,ニ,28178
,I,より,因る,和,よる,ヨル,39521
,I,、,、,記号,、,,24
,I,イラン,イラン-Iran,固,イラン,イラン,2551
,I,から,から,和,から,カラ,7219
,I,「,「,記号,「,,33
,I,殺人,殺人,漢,殺人,サツジン,14266
,I,と,と,和,と,ト,25826
,I,テロ,テロ-terrorism,外,テロ,テロ,25326
,I,」,」,記号,」,,34
,I,容疑,容疑,漢,容疑,ヨウギ,39039
,I,で,で,和,で,デ,25518
,I,の,の,和,の,ノ,28989
,I,指名,指名,漢,指名,シメイ,15781
,I,手配,手配,混,手配,テハイ,25240
,I,を,を,和,を,ヲ,41407
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,年,年,漢,年,ネン,28927
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,に,に,和,に,ニ,28178
,I,受け,受ける,和,受ける,ウケル,3089
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,4,四,和,4,ヨン,39551
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,8,八,漢,8,ハチ,29802
,I,年,年,漢,年,ネン,28927
,I,6,六,漢,6,ロク,40932
,I,月,月,漢,月,ガツ,8121
,I,から,から,和,から,カラ,7219
,I,北朝鮮,北朝鮮,固,北朝鮮,キタチョウセン,8626
,I,の,の,和,の,ノ,28989
,I,指導,指導,漢,指導,シドウ,15584
,I,者,者,漢,者,シャ,15852
,I,で,だ,和,だ,ダ,22916
,I,ある,有る,和,ある,アル,1216
,I,金,キン,固,金,キン,141520
,I,正恩,ジョンウン,固,正恩,ジョンウン,222351
,I,と,と,和,と,ト,25826
,I,北朝鮮,北朝鮮,固,北朝鮮,キタチョウセン,8626
,I,核,核,漢,核,カク,6125
,I,問題,問題,漢,問題,モンダイ,38048
,I,で,で,和,で,デ,25518
,I,3,三,漢,3,サン,14499
,I,回,回,漢,回,カイ,5606
,I,会談,会談,漢,会談,カイダン,5823
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,非核,非核,漢,非核,ヒカク,31141
,I,化,化,漢,化,カ,5577
,I,の,の,和,の,ノ,28989
,I,協議,協議,漢,協議,キョウギ,9189
,I,は,は,和,は,ハ,29321
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,年,年,漢,年,ネン,28927
,I,1,一,漢,1,イチ,2050
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,月,月,漢,月,ガツ,8121
,I,に,に,和,に,ニ,28178
,I,決裂,決裂,漢,決裂,ケツレツ,11197
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,6,六,漢,6,ロク,40932
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,ロバート,ロバート-Robert,固,ロバート,ロバート,41005
,I,・,・,記号,・,,44
,I,モラ,モラ-mola,外,モラ,モラ,135089
,I,ー,ー,記号,ー,,86696
,I,率いる,率いる,和,率いる,ヒキイル,31211
,I,特別,特別,漢,特別,トクベツ,26335
,I,検察,検察,漢,検察,ケンサツ,11321
,I,官,官,漢,官,カン,7457
,I,の,の,和,の,ノ,28989
,I,調査,調査,漢,調査,チョウサ,24007
,I,で,で,和,で,デ,25518
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,と,と,和,と,ト,25826
,I,彼,彼,和,彼,カレ,7330
,I,の,の,和,の,ノ,28989
,I,選挙,選挙,漢,選挙,センキョ,20416
,I,運動,運動,漢,運動,ウンドウ,3595
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,政治,政治,漢,政治,セイジ,19845
,I,的,的,漢,的,テキ,25076
,I,に,だ,和,だ,ダ,22916
,I,有利,有利,漢,有利,ユウリ,38744
,I,に,だ,和,だ,ダ,22916
,I,なる,成る,和,なる,ナル,28061
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,信念,信念,漢,信念,シンネン,17508
,I,の,の,和,の,ノ,28989
,I,下,下,和,下,モト,37818
,I,で,で,和,で,デ,25518
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,6,六,漢,6,ロク,40932
,I,年,年,漢,年,ネン,28927
,I,アメリカ,アメリカ-America,固,アメリカ,アメリカ,1061
,I,合衆,合衆,漢,合衆,ガッシュウ,8103
,I,国,国,漢,国,コク,12504
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,選挙,選挙,漢,選挙,センキョ,20416
,I,に,に,和,に,ニ,28178
,I,おけ,於く,和,おく,オク,4810
,I,る,り,和,り,リ,39865
,I,ロシア,ロシア-Rossiya,固,ロシア,ロシア,40961
,I,の,の,和,の,ノ,28989
,I,干渉,干渉,漢,干渉,カンショウ,7625
,I,を,を,和,を,ヲ,41407
,I,歓迎,歓迎,漢,歓迎,カンゲイ,7553
,I,・,・,記号,・,,44
,I,奨励,奨励,漢,奨励,ショウレイ,16887
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,い,居る,和,いる,イル,2585
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,犯罪,犯罪,漢,犯罪,ハンザイ,30362
,I,的,的,漢,的,テキ,25076
,I,な,だ,和,だ,ダ,22916
,I,共謀,共謀,漢,共謀,キョウボウ,9323
,I,や,や,和,や,ヤ,38083
,I,ロシア,ロシア-Rossiya,固,ロシア,ロシア,40961
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,協調,協調,漢,協調,キョウチョウ,9287
,I,を,を,和,を,ヲ,41407
,I,告発,告発,漢,告発,コクハツ,12561
,I,する,為る,和,する,スル,19537
,I,の,の,和,の,ノ,28990
,I,に,に,和,に,ニ,28178
,I,十分,十分,漢,十分,ジュウブン,18237
,I,な,だ,和,だ,ダ,22916
,I,証拠,証拠,漢,証拠,ショウコ,16648
,I,は,は,和,は,ハ,29321
,I,見つけ,見付ける,和,見つける,ミツケル,36602
,I,られ,られる,和,られる,ラレル,39787
,I,なかっ,ない,和,ない,ナイ,27438
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,モラー,,,,,　
,I,は,は,和,は,ハ,29321
,I,また,又,和,また,マタ,35735
,I,司法,司法,漢,司法,シホウ,15710
,I,妨害,妨害,漢,妨害,ボウガイ,35046
,I,の,の,和,の,ノ,28989
,I,罪,罪,和,罪,ツミ,24745
,I,で,で,和,で,デ,25518
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,を,を,和,を,ヲ,41407
,I,調査,調査,漢,調査,チョウサ,24007
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,その,其の,和,その,ソノ,21394
,I,報告,報告,漢,報告,ホウコク,34442
,I,書,書,漢,書,ショ,16525
,I,で,で,和,で,デ,25518
,I,は,は,和,は,ハ,29321
,I,その,其の,和,その,ソノ,21394
,I,罪,罪,和,罪,ツミ,24745
,I,で,で,和,で,デ,25518
,I,起訴,起訴,漢,起訴,キソ,8576
,I,・,・,記号,・,,44
,I,無罪,無罪,漢,無罪,ムザイ,37083
,I,に,に,和,に,ニ,28178
,I,も,も,和,も,モ,37562
,I,し,為る,和,する,スル,19537
,I,なかっ,ない,和,ない,ナイ,27438
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,2,二,漢,2,ニ,28181
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,アメリカ,アメリカ-America,固,アメリカ,アメリカ,1061
,I,下院,下院,漢,下院,カイン,5947
,I,は,は,和,は,ハ,29321
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,年,年,漢,年,ネン,28927
,I,1,一,漢,1,イチ,2050
,I,2,二,漢,2,ニ,28181
,I,月,月,漢,月,ガツ,8121
,I,に,に,和,に,ニ,28178
,I,ウクライナ,ウクライナ-Ukraina,固,ウクライナ,ウクライナ,3060
,I,へ,へ,和,へ,ヘ,33819
,I,の,の,和,の,ノ,28989
,I,軍事,軍事,漢,軍事,グンジ,10839
,I,援助,援助,漢,援助,エンジョ,4211
,I,と,と,和,と,ト,25826
,I,引き換え,引き換え,和,引き換え,ヒキカエ,31215
,I,に,に,和,に,ニ,28178
,I,政敵,政敵,漢,政敵,セイテキ,19922
