辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,語形(基本形),語彙素ID
,B,単,単,ヒトエ,名詞-普通名詞-一般,ヒトエ,49106
,B,語,語,ゴ,名詞-普通名詞-一般,ゴ,13334
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,出,出,デ,名詞-普通名詞-一般,デ,25522
,B,現,現,ゲン,接頭辞,ゲン,11618
,B,回,回,カイ,名詞-普通名詞-助数詞可能,カイ,5606
,B,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,B,文,文,ブン,名詞-普通名詞-一般,ブン,33545
,B,書,書,ショ,名詞-普通名詞-一般,ショ,16524
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,す,為る,スル,動詞-非自立可能,ス,19537
,B,べ,べい,ベイ,助詞-終助詞,ベ,99045
,B,て,で,デ,接続詞,テ,25516
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,単,単,ヒトエ,名詞-普通名詞-一般,ヒトエ,49106
,B,語,語,ゴ,名詞-普通名詞-一般,ゴ,13334
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,出,出,デ,名詞-普通名詞-一般,デ,25522
,B,現,現,ゲン,接頭辞,ゲン,11618
,B,回,回,カイ,名詞-普通名詞-助数詞可能,カイ,5606
,B,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,和,和,ワ,名詞-普通名詞-一般,ワ,41103
,B,=,＝,,補助記号-一般,,55
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,∑,,,名詞,,　
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,∈,∈,,補助記号-一般,,86256
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,ここ,此処,ココ,代名詞,ココ,12607
,I,まで,まで,マデ,助詞-副助詞,マデ,35891
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,話,話,ハナシ,名詞-普通名詞-サ変可能,ハナシ,29980
,I,から,から,カラ,助詞-格助詞,カラ,7219
,I,，,，,,補助記号-読点,,50
,I,単純,単純,タンジュン,形状詞-一般,タンジュン,22829
,I,に,だ,ダ,助動詞,ダ,22916
,I,考える,考える,カンガエル,動詞-一般,カンガエル,7514
,I,と,と,ト,助詞-接続助詞,ト,25825
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,内,内,ナイ,接尾辞-名詞的-一般,ナイ,27441
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,たくさん,沢山,タクサン,副詞,タクサン,22158
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,ほど,ほど,ホド,助詞-副助詞,ホド,34770
,I,，,，,,補助記号-読点,,50
,I,その,其の,ソノ,連体詞,ソノ,21394
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,よく,良く,ヨク,副詞,ヨク,39182
,I,表し,表わす,アラワス,動詞-一般,アラワス,1169
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,と,と,ト,助詞-格助詞,ト,25826
,I,いっ,言う,イウ,動詞-一般,イウ,1571
,I,た,た,タ,助動詞,タ,21642
,I,印象,印象,インショウ,名詞-普通名詞-一般,インショウ,2744
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,受ける,受ける,ウケル,動詞-一般,ウケル,3089
,I,が,が,ガ,助詞-接続助詞,ガ,7888
,I,そう,そう,ソウ,副詞,ソウ,20935
,I,と,と,ト,助詞-格助詞,ト,25826
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,限ら,限る,カギル,動詞-一般,カギル,6118
,I,ない,ない,ナイ,助動詞,ナイ,27438
,I,．,．,,補助記号-句点,,51
,B,例えば,例えば,タトエバ,副詞,タトエバ,22512
,I,，,，,,補助記号-読点,,50
,I,「,「,,補助記号-括弧開,,33
,I,院長,院長,インチョウ,名詞-普通名詞-一般,インチョウ,2794
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,お,御,オ,接頭辞,オ,4350
,I,仕事,仕事,シゴト,名詞-普通名詞-サ変可能,シゴト,15251
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,いう,言う,イウ,動詞-一般,ユウ,1571
,I,トピック,トピック-topic,トピック,名詞-普通名詞-一般,トピック,26571
,I,と,と,ト,助詞-格助詞,ト,25826
,I,，,，,,補助記号-読点,,50
,I,「,「,,補助記号-括弧開,,33
,I,看護,看護,カンゴ,名詞-普通名詞-サ変可能,カンゴ,7585
,I,師,師,シ,接尾辞-名詞的-一般,シ,14938
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,お,御,オ,接頭辞,オ,4350
,I,仕事,仕事,シゴト,名詞-普通名詞-サ変可能,シゴト,15251
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,いう,言う,イウ,動詞-一般,ユウ,1571
,I,トピック,トピック-topic,トピック,名詞-普通名詞-一般,トピック,26571
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,２,二,フタ,名詞-数詞,フタ,32850
,I,つ,つ,ツ,接尾辞-名詞的-助数詞,ツ,24322
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,あっ,有る,アル,動詞-非自立可能,アル,1216
,I,た,た,タ,助動詞,タ,21642
,I,場合,場合,バアイ,名詞-普通名詞-副詞可能,バアイ,30510
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,，,，,,補助記号-読点,,50
,I,どちら,何方,ドチラ,代名詞,ドチラ,27280
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,も,も,モ,助詞-係助詞,モ,37562
,I,「,「,,補助記号-括弧開,,33
,I,病院,病院,ビョウイン,名詞-普通名詞-一般,ビョウイン,32080
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,いう,言う,イウ,動詞-一般,ユウ,1571
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,複数,複数,フクスウ,名詞-普通名詞-一般,フクスウ,32647
,I,回,回,カイ,名詞-普通名詞-助数詞可能,カイ,5606
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,で,だ,ダ,助動詞,ダ,22916
,I,あろう,有る,アル,動詞-非自立可能,アル,1216
,I,．,．,,補助記号-句点,,51
,I,しかし,然し,シカシ,接続詞,シカシ,15066
,I,，,，,,補助記号-読点,,50
,I,「,「,,補助記号-括弧開,,33
,I,病院,病院,ビョウイン,名詞-普通名詞-一般,ビョウイン,32080
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,いう,言う,イウ,動詞-一般,ユウ,1571
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,，,，,,補助記号-読点,,50
,I,それぞれ,其々,ソレゾレ,名詞-普通名詞-副詞可能,ソレゾレ,21463
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,特徴,特徴,トクチョウ,名詞-普通名詞-一般,トクチョウ,26314
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,表し,表わす,アラワス,動詞-一般,アラワス,1169
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,と,と,ト,助詞-格助詞,ト,25826
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,考え,考える,カンガエル,動詞-一般,カンガエル,7514
,I,にくい,難い,ニクイ,接尾辞-形容詞的,ニクイ,28234
,I,．,．,,補助記号-句点,,51
,I,そこ,其処,ソコ,代名詞,ソコ,21270
,I,で,で,デ,助詞-格助詞,デ,25518
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,と,と,ト,助詞-格助詞,ト,25826
,I,なる,成る,ナル,動詞-非自立可能,ナル,28061
,I,の,の,ノ,助詞-準体助詞,ノ,28990
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,，,，,,補助記号-読点,,50
,I,「,「,,補助記号-括弧開,,33
,I,その,其の,ソノ,連体詞,ソノ,21394
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,他,他,タ,名詞-普通名詞-副詞可能,タ,21645
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,存在,存在,ソンザイ,名詞-普通名詞-サ変可能,ソンザイ,21491
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ない,ない,ナイ,助動詞,ナイ,27438
,I,」,」,,補助記号-括弧閉,,34
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,表す,表わす,アラワス,動詞-一般,アラワス,1169
,I,IDF,,,名詞,,　
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,で,だ,ダ,助動詞,ダ,22916
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,．,．,,補助記号-句点,,51
,B,:n:I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,(,（,,補助記号-括弧開,,46
,I,Inverse,,,名詞,,　
,I,Document,,,名詞,,　
,I,Frequency,,,名詞,,　
,I,),）,,補助記号-括弧閉,,49
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,I,と,と,ト,助詞-格助詞,ト,25826
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,B,:n:I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,B,:n:I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,集合,集合,シュウゴウ,名詞-普通名詞-サ変可能,シュウゴウ,16103
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,中,中,ナカ,名詞-普通名詞-副詞可能,ナカ,27572
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,含ま,含む,フクム,動詞-一般,フクム,32685
,I,れる,れる,レル,助動詞,レル,40741
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,割合,割合,ワリアイ,名詞-普通名詞-一般,ワリアイ,41347
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,逆数,逆数,ギャクスウ,名詞-普通名詞-一般,ギャクスウ,9849
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,表す,表わす,アラワス,動詞-一般,アラワス,1169
,I,．,．,,補助記号-句点,,51
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,他,他,タ,名詞-普通名詞-副詞可能,タ,21645
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文章,文章,ブンショウ,名詞-普通名詞-一般,ブンショウ,33596
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,も,も,モ,助詞-係助詞,モ,37562
,I,多く,多い,オオイ,形容詞-一般,オオイ,4515
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,ほど,ほど,ホド,助詞-副助詞,ホド,34770
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,小さく,小さい,チイサイ,形容詞-一般,チイサイ,23399
,I,なり,成る,ナル,動詞-非自立可能,ナル,28061
,I,，,，,,補助記号-読点,,50
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,他,他,タ,名詞-普通名詞-副詞可能,タ,21645
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文章,文章,ブンショウ,名詞-普通名詞-一般,ブンショウ,33596
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,あまり,余り,アマリ,副詞,アマリ,1031
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ない,ない,ナイ,助動詞,ナイ,27438
,I,ほど,ほど,ホド,助詞-副助詞,ホド,34770
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,大きく,大きい,オオキイ,形容詞-一般,オオキイ,4563
,I,なる,成る,ナル,動詞-非自立可能,ナル,28061
,I,．,．,,補助記号-句点,,51
,B,:n:I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,B,:n:ある,或る,アル,連体詞,アル,1215
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,集合,集合,シュウゴウ,名詞-普通名詞-サ変可能,シュウゴウ,16103
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,おけ,於く,オク,動詞-一般,オク,4810
,I,る,り,リ,助動詞,リ,39865
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,t,Ｔ,ティー,記号-文字,ティー,24900
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,つい,つく,ツク,動詞-一般,ツク,24536
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,考える,考える,カンガエル,動詞-一般,カンガエル,7514
,I,場合,場合,バアイ,名詞-普通名詞-副詞可能,バアイ,30510
,I,，,，,,補助記号-読点,,50
,I,df,,,名詞,,　
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,t,Ｔ,ティー,記号-文字,ティー,24900
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,I,と,と,ト,助詞-格助詞,ト,25826
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,と,と,ト,助詞-接続助詞,ト,25825
,I,，,，,,補助記号-読点,,50
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,から,から,カラ,助詞-格助詞,カラ,7219
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,できる,出来る,デキル,動詞-非自立可能,デキル,25624
,I,．,．,,補助記号-句点,,51
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,と,と,ト,助詞-格助詞,ト,25826
,I,違い,違う,チガウ,動詞-一般,チガウ,23451
,I,，,，,,補助記号-読点,,50
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,ごと,ごと,ゴト,接尾辞-名詞的-副詞可能,ゴト,13515
,I,存在,存在,ソンザイ,名詞-普通名詞-サ変可能,ソンザイ,21491
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,注意,注意,チュウイ,名詞-普通名詞-サ変可能,チュウイ,23750
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,ヒツヨウ,31473
,I,で,だ,ダ,助動詞,ダ,22916
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,．,．,,補助記号-句点,,51
,B,:n:i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,l,Ｌ,エル,記号-文字,エル,4109
,I,o,Ｏ,オー,記号-文字,オー,5486
,I,g,Ｇ,ジー,記号-文字,ジー,18833
,B,(,（,,補助記号-括弧開,,46
,B,総,総,ソウ,接頭辞,ソウ,20947
,B,文,文,ブン,名詞-普通名詞-一般,ブン,33545
,B,書,書,ショ,名詞-普通名詞-一般,ショ,16524
,B,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,B,単,単,ヒトエ,名詞-普通名詞-一般,ヒトエ,49106
,B,語,語,ゴ,名詞-普通名詞-一般,ゴ,13334
